id,type,slug,focus_keyword,focus_keyword_primary,seo_title,meta_description
22854,posts,personal-income-tax-filing-2026,ยื่นภาษีบุคคลธรรมดา,ยื่นภาษีบุคคลธรรมดา,การยื่นภาษีบุคคลธรรมดาในปี 2026,คู่มือยื่นภาษีบุคคลธรรมดาปี 2026 ครบทุกขั้นตอน ตั้งแต่เลือกแบบ ภ.ง.ด.90/91 เตรียม 50 ทวิ ไปจนถึงรายการลดหย่อนที่ใช้ได้ สำหรับมนุษย์เงินเดือนและฟรีแลนซ์
16239,posts,pnd50-tax-return,ภงด 50 คือ,ภงด 50 คือ,ภ.ง.ด.50 คืออะไร? สรุปวิธียื่นภาษี &amp; แนวทางเลี่ยงค่าปรับ,ภงด.50 เป็นแบบแสดงรายการภาษีเงินได้นิติบุคคล ซึ่งผู้จดทะเบียนธุรกิจจะต้องยื่นรายงานเพื่อดำเนินการเสียภาษีแม้ว่าปีนั้นจะมีรายได้หรือไม่มีก็ตาม
26511,posts,pnd51-corporate-income-tax,ภ.ง.ด.51,ภ.ง.ด.51,ภ.ง.ด.51 คืออะไร? วิธีคำนวณ + กำหนดยื่นภาษีครึ่งปี 2569,ภ.ง.ด.51 คือภาษีเงินได้นิติบุคคลครึ่งปี ยื่นภายใน 31 ส.ค. 2569 ออนไลน์ถึง 8 ก.ย. 2569 สรุปวิธีคำนวณ อัตราภาษี SME พร้อมเครื่องคำนวณ
26375,posts,pnd51-estimate-shortfall-25-percent,ภ งด 51 ขาด เกิน 25,ภ งด 51 ขาด เกิน 25,ประมาณการ ภ.ง.ด.51 ขาดเกินไป 25% แก้ไขอย่างไรดี,ประมาณการกำไร ภ.ง.ด.51 ต่ำกว่าจริงเกิน 25% เสียเงินเพิ่ม 20% ตามมาตรา 67 ตรี รู้เกณฑ์เหตุอันสมควรที่ช่วยให้ปลอดภัย และวิธีลดเงินเพิ่มเหลือ 1.5% ต่อเดือน
21830,posts,pop-up-store-alcohol-license,ขอใบอนุญาตขายสุรา ชั่วคราว,ขอใบอนุญาตขายสุรา ชั่วคราว,ร้าน Pop-up ขายสุราได้ไหม ต้องขอใบอนุญาตชั่วคราวอะไร,ร้านชั่วคราวหรือ Pop-up Store ขายสุราต้องขอใบอนุญาตอะไรบ้าง เปิดขายกี่วันก็ต้องขอหรือไม่ บทความนี้สรุปข้อกฎหมายที่ผู้ประกอบการมักพลาด
18457,posts,pos-cash-register-registration-thailand,ภ.พ.06,ภ.พ.06,ภ.พ.06 คืออะไร ยื่นที่ไหน ใช้เอกสารอะไรบ้าง สรุปครบ,ภ.พ.06 คือคำขออนุมัติใช้เครื่อง POS ออกใบกำกับภาษีอย่างย่อ สรุปว่าใครต้องยื่น ยื่นที่ไหน ยื่นออนไลน์ได้ไหม เอกสารที่ต้องเตรียม และ POS ID มาจากไหน
15611,posts,prohibited-expenses-for-tax,ค่ารับรอง,ค่ารับรอง,ค่ารับรอง คืออะไร? หักภาษีได้เท่าไหร่ พร้อมเกณฑ์ 0.3%,"ค่ารับรอง คือค่าใช้จ่ายเลี้ยงรับรองลูกค้าที่หักภาษีได้เพียงบางส่วน สรุปเกณฑ์ค่ารับรองทางภาษี ทั้งเพดานของขวัญ 2,000 บาทต่อครั้ง สัดส่วน 0.3% ของรายได้"
8665,posts,prohibited-input-tax,ภาษีซื้อต้องห้าม,ภาษีซื้อต้องห้าม,ภาษีซื้อต้องห้ามที่คุณต้องรู้ เพื่อหลีกเลี่ยงปัญหา,ภาษีซื้อต้องห้ามคืออะไร? เจาะลึก 6 ประเภทที่เคลมไม่ได้ตามมาตรา 82/5 พร้อมตารางเปรียบเทียบ บทลงโทษ และ Checklist ตรวจสอบก่อนลงบัญชีฉบับสมบูรณ์
17944,posts,prohibited-occupations-for-foreigners-thailand,อาชีพต้องห้ามต่างด้าว,อาชีพต้องห้ามต่างด้าว,40 อาชีพที่คนต่างด้าวห้ามทำ ฝ่าฝืนโดนปรับสูงสุด 1 แสนบาท,รวมข้อควรรู้เกี่ยวกับแรงงานต่างด้าวผิดกฎหมาย เช่น อาชีพที่คนต่างด้าวห้ามทำ อาชีพที่ทำได้เฉพาะผู้ที่มีนายจ้าง พร้อมบทลงโทษที่ผู้ประกอบการต้องรู้
10998,posts,real-estate-broker-tax,ภาษีนายหน้า,ภาษีนายหน้า,ค่านายหน้าขายที่ดิน กี่เปอร์เซ็นต์ และเสียภาษีเท่าไหร่,ค่านายหน้าขายที่ดินคิดกี่เปอร์เซ็นต์ ที่ดินเปล่ากับบ้านต่างกันยังไง ไม่ได้ตกลงตัวเลขไว้เรียกได้ไหม และเมื่อได้เงินมาแล้วต้องเสียภาษีเท่าไหร่
20941,posts,register-company-without-lease-agreement,หนังสือยินยอมให้ใช้สถานที่,หนังสือยินยอมให้ใช้สถานที่,หนังสือยินยอมให้ใช้สถานที่ ตัวอย่างและวิธีเขียนให้ผ่าน,หนังสือยินยอมให้ใช้สถานที่ ใช้แทนสัญญาเช่าตอนจดบริษัท จดพาณิชย์ จด VAT พร้อมตัวอย่างฉบับเต็มก๊อปไปใช้ได้ เอกสารที่ต้องแนบ และจุดที่ทำให้โดนตีกลับ
18434,posts,registered-capital-vs-paid-up-capital,ทุุนจดทะเบียน,ทุุนจดทะเบียน,ทุนจดทะเบียน คืออะไร ต่างจากทุนชำระแล้วยังไง ต้องมีเงินไหม,ทุนจดทะเบียน คือเงินทุนที่แจ้งไว้กับ DBD ส่วนทุนชำระแล้วคือเงินที่ผู้ถือหุ้นจ่ายจริง กฎหมายบังคับชำระขั้นต่ำ 25% สรุปความต่าง วิธีดูทุนชำระแล้ว
16130,posts,representative-office-thailand,สำนักงานผู้แทน,สำนักงานผู้แทน,การจดทะเบียนสำนักงานผู้แทน และสำนักงานสาขาในประเทศไทย,สำนักงานต่างชาติ ขั้นตอนการจัดตั้งสำนักงานผู้แทน และสำนักงานสาขา นิติบุคคลต่างประเทศในประเทศไทย ข้อกำหนดและความแตกต่างของสำนักงาน
16958,posts,restaurant-license-requirements,เปิดร้านอาหารต้องขออนุญาตอะไรบ้าง,เปิดร้านอาหารต้องขออนุญาตอะไรบ้าง,เปิดร้านอาหารต้องขอใบอนุญาตอะไรบ้าง 2569 ครบทุกใบ,เปิดร้านอาหารต้องขอใบอนุญาตอะไรบ้าง? สรุปครบปี 2569 ทั้งใบอนุญาตสถานที่จำหน่ายอาหาร สุรา กิจการอันตรายต่อสุขภาพ พร้อมเอกสาร ขั้นตอน ค่าธรรมเนียม
16289,posts,selling-personal-items-tax,ขายของสะสม เสียภาษีไหม,ขายของสะสม เสียภาษีไหม,นำของส่วนตัวมาขายเสียภาษีไหม,นำของส่วนตัวมาขายเสียภาษีไหม  ขึ้นอยู่กับลักษณะการขาย และการทำความเข้าใจในเรื่องนี้เป็นสิ่งสำคัญที่ช่วยให้คุณปฏิบัติตามกฎหมายอย่างถูกต้อง 
22266,posts,shareholder-structure-change-dividend-tax,ภาษีเงินปันผล,ภาษีเงินปันผล,เปลี่ยนโครงสร้างผู้ถือหุ้น มีผลต่อภาษีเงินปันผลหรือไม่,การปรับโครงสร้างผู้ถือหุ้นไม่ได้กระทบแค่สัดส่วนการถือหุ้น แต่ยังส่งผลต่อภาษีเงินปันผลและกระแสเงินสดของผู้ถือหุ้น บทความนี้สรุปสิ่งที่ต้องรู้ก่อนโอนหุ้
18540,posts,shopee-tiktok-tax-invoice-vat-guide,ใบกำกับภาษี shopee,ใบกำกับภาษี shopee,ขายของใน Shopee / TikTok ต้องออกใบกำกับภาษีไหม? สรุปครบ,ขายของออนไลน์ใน Shopee หรือ TikTok ต้องออกใบกำกับภาษีเมื่อไหร่? สรุปเงื่อนไขและเกณฑ์รายได้ที่ผู้ค้าออนไลน์ต้องรู้ก่อนจดทะเบียน VAT เพื่อจัดการภาษีให้ถูกต้อง
22054,posts,social-security-eligible-employees,ประกันสังคม ลูกจ้าง,ประกันสังคม ลูกจ้าง,ลูกจ้างแบบไหนบ้างที่ต้องเข้าประกันสังคม,ลูกจ้างประเภทไหนต้องเข้าประกันสังคมและเข้าเกณฑ์ต่างกันอย่างไร นายจ้างควรรู้ก่อนเสี่ยงผิดกฎหมายและโดนตรวจย้อนหลัง
17182,posts,social-security-process-for-employer,ขึ้นทะเบียนนายจ้าง ประกันสังคม,ขึ้นทะเบียนนายจ้าง ประกันสังคม,ขั้นตอนทำประกันสังคมออนไลน์ ต่างชาติทำได้ไหม นายจ้างเช็กด่วน,อยากขึ้นทะเบียนนายจ้างเพื่อทำประกันสังคมให้ลูกน้อง ไม่ใช่เรื่องยุ่งยากอย่างที่คิด ดำเนินการได้สะดวกด้วยระบบการขึ้นทะเบียนนายจ้างออนไลน์
10887,posts,stamp-duty-overview,อากรแสตมป์,อากรแสตมป์,อากรแสตมป์ คืออะไร? สรุปครบทุกเรื่องที่ธุรกิจต้องรู้,เรียนรู้เกี่ยวกับอากรแสตมป์ที่สำคัญสำหรับธุรกิจของคุณ เพื่อการดำเนินงานที่ราบรื่นและประสบความสำเร็จ อ่านเพิ่มเติมได้ที่นี่!
17994,posts,start-business-alone-or-with-partner,กิจการเจ้าของคนเดียว,กิจการเจ้าของคนเดียว,ทำธุรกิจคนเดียว หรือควรมีหุ้นส่วนแบบไหนดีกว่ากัน?,การเริ่มต้นธุรกิจเป็นความฝันของหลาย ๆ คน แต่หนึ่งในคำถามที่สำคัญคือ “ควรทำธุรกิจคนเดียว หรือหาหุ้นส่วนมาร่วมงานดี?”
18331,posts,street-food-restaurant-license-required,เปิดร้านอาหารตามสั่ง ต้องจดทะเบียนไหม,เปิดร้านอาหารตามสั่ง ต้องจดทะเบียนไหม,เปิดร้านอาหารตามสั่งในตลาดต้องขอใบอนุญาตตามกฎหมายไหม,เปิดร้านอาหารตามสั่งในตลาดต้องขอใบอนุญาตเปิดร้านอาหารไหม บทความนี้มีคำตอบ พร้อมข้อมูลใบอนุญาตร้านอาหารที่จำเป็นตามกฎหมายสุขาภิบาล
10889,posts,tax-appeal,อุทธรณ์ภาษี,อุทธรณ์ภาษี,ขั้นตอนการอุทธรณ์ภาษีอากรที่ควรรู้เพื่อความยุติธรรม,รู้จักขั้นตอนการอุทธรณ์ภาษีอากรเพื่อความยุติธรรมในกระบวนการภาษี อ่านบทความนี้เพื่อทำความเข้าใจและเตรียมตัวให้พร้อม!
16234,posts,tax-audit-retrospective,ตรวจสอบภาษีย้อนหลัง,ตรวจสอบภาษีย้อนหลัง,ถูกสรรพากรตรวจสอบภาษีย้อนหลังควรเตรียมตัวอย่างไร?,ถูกสรรพากรตรวจสอบภาษีย้อนหลัง เพราะอาจจะเห็นข้อมูลบางอย่างที่มีความผิดปกติเข้าข่ายทำให้กรมสรรพากรสงสัยและเริ่มตรวจสอบธุรกิจของผู้ประกอบการ 
18666,posts,tax-filing-accounting-checklist-thailand,ตรวจสอบบัญชี,ตรวจสอบบัญชี,7 Checklist ตรวจสอบบัญชีก่อนยื่นภาษีที่เจ้าของกิจการต้องรู้,"สรุป Checklist 7 ข้อสำคัญในการตรวจสอบบัญชีก่อนยื่นภาษีประจำปี ทั้งการกระทบยอดรายได้, ค่าใช้จ่าย, ภาษีซื้อ-ขาย และภาษีหัก ณ ที่จ่าย เพื่อความถูกต้อง"
21393,posts,tax-filing-after-withholding,โดนหักภาษีจากเงินเดือน ขอคืนได้ไหม,โดนหักภาษีจากเงินเดือน ขอคืนได้ไหม,โดนหัก ณ ที่จ่ายแล้ว ยังต้องยื่นภาษีไหม?,หลายคนคิดว่าโดนหักภาษีแล้วไม่ต้องยื่นอีก แต่ความจริงอาจไม่ใช่อย่างที่คิด บทความนี้สรุปให้ชัด เข้าใจง่าย และไม่พลาดสิทธิทางภาษี
15685,posts,tax-invoice-eligible-for-deduction,ใบกํากับภาษี ลดหย่อนภาษีได้ไหม,ใบกํากับภาษี ลดหย่อนภาษีได้ไหม,ใบกำกับภาษีลดหย่อนภาษีได้ไหม,ใบกำกับภาษีลดหย่อนภาษีได้ไหม สำหรับสิทธิลดหย่อนภาษี (หักเป็นค่าใช้จ่าย) เป็นสิ่งหนึ่งที่ทำให้หลาย ๆ ท่านสับสน บทความนี้เรามีคำตอบมาให้ท่านแล้ว
18621,posts,tax-invoice-vs-receipt-thailand-guide,ใบเสร็จรับเงิน/ใบกำกับภาษี,ใบเสร็จรับเงิน/ใบกำกับภาษี,ใบกำกับภาษีใช้แทนใบเสร็จได้ไหม? คำตอบสำหรับเจ้าของกิจการ,ไขข้อสงสัยความต่างระหว่างใบกำกับภาษีและใบเสร็จรับเงิน เอกสารไหนใช้ทำอะไร ใครมีสิทธิออก และบทลงโทษหากออกผิดพลาดที่เจ้าของธุรกิจ SME ต้องรู้
17464,posts,taxes-business-must-pay,เปิดบริษัทต้องเสียภาษีอะไรบ้าง,เปิดบริษัทต้องเสียภาษีอะไรบ้าง,ภาษีที่บริษัทต้องเสียหลังจดทะเบียน รวมทุกภาษีสำคัญ,"จดทะเบียนบริษัทแล้วต้องเสียภาษีอะไรบ้าง? รู้จักภาษีที่บริษัทต้องจ่าย พร้อมวิธีการยื่นภาษีเงินได้นิติบุคคล, VAT และภาษีหัก ณ ที่จ่าย"
10886,posts,taxpayer-rights,ผู้มีหน้าที่เสียภาษีเงินได้บุคคลธรรมดา,ผู้มีหน้าที่เสียภาษีเงินได้บุคคลธรรมดา,ผู้มีหน้าที่เสียภาษีเงินได้บุคคลธรรมดา คือใครบ้าง,ผู้มีหน้าที่เสียภาษีเงินได้บุคคลธรรมดามี 5 กลุ่มตามมาตรา 56 สรุปหน้าที่ที่ต้องทำ สิทธิที่มักไม่รู้ ทั้งผ่อนชำระ อุทธรณ์ ภ.ส.6 ขอคืนภาษี และโทษถ้าไม่ทำ
18471,posts,thai-massage-shop-license-thailand,การขอใบอนุญาตเปิดร้านนวด,การขอใบอนุญาตเปิดร้านนวด,เปิดร้านนวดแผนไทย ต้องขอใบอนุญาตอะไรบ้าง?,เริ่มต้นเปิดร้านนวดแผนไทยต้องขอใบอนุญาตอะไรบ้าง? สรุปเอกสาร ขั้นตอน และข้อควรรู้ เพื่อเปิดร้านอย่างถูกกฎหมายและปลอดภัย
16152,posts,things-to-know-phor-ngor-dor-1-kor,ภงด 1 คือ,ภงด 1 คือ,เรื่องที่ควรรู้เกี่ยวกับภงด1ก,เรื่องที่ควรรู้เกี่ยวกับภงด1ก ที่ผู้ประกอบการต้องทำรายงานการหักภาษี ณ ที่จ่าย จากรายได้ของพนักงานในรอบปีภาษีนั้นๆ เพื่อนำส่งกรมสรรพากร 
18460,posts,tour-company-license-thailand,ใบอนุญาตบริษัททัวร์,ใบอนุญาตบริษัททัวร์,เปิดบริษัททัวร์ต้องขอใบอนุญาตอะไรบ้างให้ถูกต้อง?,อยากเปิดบริษัททัวร์ในไทย ต้องขอใบอนุญาตอะไรบ้าง? สรุปเอกสาร ขั้นตอน และข้อควรรู้เกี่ยวกับการขอใบอนุญาตประกอบธุรกิจนำเที่ยว
18739,posts,using-home-as-office-without-rent-tax-implications-thailand,ใช้บ้านจดทะเบียนบริษัท,ใช้บ้านจดทะเบียนบริษัท,ใช้บ้านเป็นสถานประกอบการโดยไม่คิดค่าเช่ามีผลอะไรไหม?,สรุปผลกระทบทางภาษีกรณีใช้บ้านหรือที่ดินเป็นสถานประกอบการโดยไม่คิดค่าเช่า ทั้งฝั่งบริษัทที่หักค่าใช้จ่ายไม่ได้ และฝั่งเจ้าของที่ต้องเสียภาษีที่ดิน
23079,posts,vat-filing-guide-2026,ยื่นภาษีมูลค่าเพิ่ม,ยื่นภาษีมูลค่าเพิ่ม,การยื่นภาษีมูลค่าเพิ่มในปี 2026,คู่มือยื่น ภ.พ.30 ภาษีมูลค่าเพิ่มปี 2026 อธิบายขั้นตอนการยื่นออนไลน์ผ่านกรมสรรพากร วิธีคำนวณภาษีซื้อ-ขาย พร้อมกำหนดเวลาที่ต้องรู้สำหรับผู้ประกอบการ
3066,posts,vat-planning,การวางแผนภาษีมูลค่าเพิ่ม,การวางแผนภาษีมูลค่าเพิ่ม,วางแผนภาษีมูลค่าเพิ่ม เพื่อการบริหารเงินสดอย่างมีประสิทธิภาพ,เรียนรู้วิธีการวางแผนภาษีมูลค่าเพิ่มเพื่อการบริหารเงินสดอย่างมีประสิทธิภาพ อ่านบทความนี้เพื่อเพิ่มความรู้และประโยชน์ในการจัดการภาษีของคุณ!
18510,posts,vat-registration-for-individual-business-owners-thailand,บุคคลธรรมดา จด vat,บุคคลธรรมดา จด vat,บุคคลธรรมดาต้องจด VAT หรือไม่? เกณฑ์ รายได้ และขั้นตอน,เจาะลึกเกณฑ์รายได้ 1.8 ล้านบาทต่อปีที่บุคคลธรรมดาต้องจด VAT พร้อมขั้นตอน ข้อดี ข้อเสีย และเคล็ดลับวางแผนภาษีให้ถูกต้อง
8867,posts,vat-surcharge-penalty,เบี้ยปรับเงินเพิ่ม,เบี้ยปรับเงินเพิ่ม,เบี้ยปรับเงินเพิ่ม กรณีนำภาษีซื้อต้องห้ามมาหักออกจากภาษีขาย,รู้จักเบี้ยปรับและเงินเพิ่ม VAT กรณีนำภาษีซื้อต้องห้ามมาหักออกจากภาษีขาย อัตราเบี้ยปรับที่กฎหมายกำหนด วิธีหลีกเลี่ยงความผิดพลาดที่พบบ่อยในการคำนวณ
10883,posts,vat-value-added-tax,ภาษีมูลค่าเพิ่ม,ภาษีมูลค่าเพิ่ม,ภาษีมูลค่าเพิ่ม (VAT) คืออะไร ใครต้องจด วิธีคำนวณ 2569,ภาษีมูลค่าเพิ่ม (VAT) คือภาษีที่เก็บจากมูลค่าส่วนเพิ่มในแต่ละทอด ใครต้องจดทะเบียน วิธีคำนวณภาษีซื้อภาษีขาย อัตรา 0% ต่างจากยกเว้นอย่างไร
18721,posts,virtual-office-vs-home-address-for-company-registration-thailand,virtual office,virtual office,Virtual Office vs บ้านพักอาศัย จดทะเบียนบริษัทแบบไหนดี,เปรียบเทียบข้อดี-ข้อเสียระหว่าง Virtual Office กับการใช้บ้านพักอาศัยจดทะเบียนบริษัท แบบไหนเหมาะกับธุรกิจคุณ และแบบไหนใช้ขอใบอนุญาต (License) ได้
23921,posts,what-is-50-tawi-tax-certificate,50 ทวิ,50 ทวิ,ใบ 50 ทวิ คืออะไร? นายจ้างหรือฝ่ายบุคคลต้องออกให้พนักงาน,50 ทวิ คือหนังสือรับรองการหักภาษี ณ ที่จ่าย ที่นายจ้างต้องออกให้ลูกจ้างทุกปี อธิบายวิธีอ่าน นำไปใช้ยื่นภาษี และสิ่งที่ต้องตรวจสอบก่อนยื่น ภ.ง.ด.91
18427,posts,what-is-borjor-company-registration-documents,บอจ,บอจ,แบบ บอจ. คืออะไร? รวมเอกสารจดทะเบียนบริษัทที่มือใหม่ต้องรู้,"แบบ บอจ. คืออะไร? ใช้แบบไหนตอนจดบริษัท? บอจ.1, บอจ.3, บอจ.5 ต่างกันยังไง สรุปให้ครบ เข้าใจง่ายในบทความเดียว"
23940,posts,what-is-financial-statement,งบการเงิน,งบการเงิน,งบการเงิน คืออะไรประกอบด้วยอะไรบ้าง,งบการเงิน คืออะไร สำคัญต่อธุรกิจอย่างไร และประกอบด้วยงบอะไรบ้าง? เรียนรู้โครงสร้างงบการเงิน วิธีอ่านงบพื้นฐานที่เจ้าของธุรกิจควรรู้
23312,posts,what-is-goods-receipt-note,ใบรับสินค้า,ใบรับสินค้า,ใบรับสินค้า (GoodsTemplate Receipt Note: GRN)คืออะไร?,ใบรับสินค้า (GoodsTemplate Receipt Note) คืออะไร ต้องมีข้อมูลอะไรบ้างและใช้ตรวจรับสินค้าอย่างไรให้ถูกต้อง? คู่มือเข้าใจง่ายสำหรับธุรกิจ
23640,posts,what-is-invoice,ใบแจ้งหนี้,ใบแจ้งหนี้,ใบแจ้งหนี้ คืออะไร? ทำไมถึงสำคัญ พร้อมตัวอย่างฟรี,ใบแจ้งหนี้ (Invoice) คืออะไร สำคัญอย่างไรกับธุรกิจ? เรียนรู้ความหมาย องค์ประกอบของเอกสาร และวิธีออกใบแจ้งหนี้ให้ถูกต้อง
18770,posts,what-is-odoo-erp-for-business-thailand,odoo,odoo,Odoo คืออะไร ใช้กับบัญชีและภาษีไทยได้แค่ไหน 2569,Odoo คือระบบ ERP ที่รวมงานขาย คลัง และบัญชีไว้ที่เดียว สรุปว่า Odoo ทำอะไรได้ และต้องปรับอะไรให้รองรับ VAT ใบกำกับภาษี และการปิดงบตามกฎหมายไทย
23843,posts,what-is-papor-36,ภ.พ.36,ภ.พ.36,ภ.พ.36 คืออะไร?,ภ.พ.36 คืออะไร? จ่ายค่าโฆษณา/ซอฟต์แวร์/บริการจากต่างประเทศแล้วใช้ในไทย ต้องยื่น VAT ไหม? บทความนี้มีข้อสรุปให้แล้วค่ะ
23389,posts,what-is-pnd-90-and-pnd-91,ภงด 90 กับ 91 ต่างกันยังไง,ภงด 90 กับ 91 ต่างกันยังไง,ภ.ง.ด.90 และ ภ.ง.ด.91 คืออะไร?,ภ.ง.ด.90 และ ภ.ง.ด.91 แตกต่างกันอย่างไร ใครต้องใช้แบบไหน พร้อมอธิบายประเภทรายได้ กำหนดยื่น และวิธีเลือกแบบภาษีสำหรับการยื่นภาษีบุคคลธรรมดา
23393,posts,what-is-pnd94,ภงด 94,ภงด 94,ภ.ง.ด.94 คืออะไร?,ภ.ง.ด.94 คืออะไร? รายได้แบบไหนที่ต้องยื่นภาษีครึ่งปีบ้าง พร้อมเช็คกำหนดเวลาและวิธีเตรียมเอกสารให้ครบ
23903,posts,what-is-pp30,ภพ.30,ภพ.30,ภ.พ.30 คืออะไร? ทำความเข้าใจก่อนยื่นภาษีซื้อ-ขาย,ภ.พ.30 คือแบบยื่นภาษีมูลค่าเพิ่มรายเดือนสำหรับผู้ประกอบการจด VAT ทำความเข้าใจวิธีกรอก กำหนดยื่น ภาษีซื้อ-ขาย และบทลงโทษหากยื่นล่าช้าหรือไม่ยื่น
22966,posts,what-is-purchase-order,po คือ,po คือ,ใบสั่งซื้อ (PO) คืออะไร?,ทำความเข้าใจ Purchase Order (PO) คืออะไร มีความสำคัญต่อการควบคุมการจัดซื้ออย่างไร พร้อมตัวอย่างรูปแบบ PO ที่ถูกต้อง สำหรับธุรกิจและนักบัญชีมือใหม่
22630,posts,what-is-quotation,ใบเสนอราคา คือ,ใบเสนอราคา คือ,ใบเสนอราคาคืออะไร มีข้อมูลอะไรบ้าง พร้อมแบบฟอร์มฟรี,ใบเสนอราคา คืออะไร ต้องมีข้อมูลอะไรบ้างถึงจะถูกต้อง? สรุปองค์ประกอบสำคัญให้ครบถ้วนแล้ว พร้อมแบบฟอร์มใบเสนอราคา
23794,posts,what-is-receipt,ใบเสร็จรับเงิน,ใบเสร็จรับเงิน,ใบเสร็จรับเงิน คืออะไร พร้อม template ฟรี,ใบเสร็จรับเงิน คืออะไร ใช้เมื่อไรและต้องมีข้อมูลอะไรบ้าง? ทำความเข้าใจองค์ประกอบของเอกสาร วิธีออกใบเสร็จรับเงินให้ถูกต้อง
17933,posts,what-is-salary-certificate,ใบรับรองเงินเดือน,ใบรับรองเงินเดือน,ใบรับรองเงินเดือนคืออะไร ถ้าทำไม่ถูกต้องจะเกิดปัญหาอะไรบ้าง?,ทำความเข้าใจเรื่องใบรับรองเงินเดือนอย่างรอบด้าน ตั้งแต่ความหมาย การนำไปใช้ ผลกระทบจากการจัดทำที่ผิดพลาด และวิธีป้องกันปัญหาที่อาจเกิดขึ้น
24014,posts,what-is-sme,sme คือ,sme คือ,SME คืออะไร? เกณฑ์ ภาษี และใครเหมาะกับธุรกิจ SME,รู้จักกับ SME คืออะไร ทำความเข้าใจนิยาม เกณฑ์ของสรรพากร อัตราภาษีที่ได้รับสิทธิ์ และใครบ้างที่เหมาะกับการทำธุรกิจ SME ครบจบในที่เดียว
22516,posts,what-is-tax-point,tax point,tax point,Tax Point คืออะไร?,Tax Point คืออะไร เกิดขึ้นเมื่อไร? และสำคัญกับ VAT อย่างไร? ทำความเข้าใจหลักการเกิดภาษีมูลค่าเพิ่มที่ธุรกิจต้องรู้
18714,posts,what-to-do-penalty-notice-unfiled-financial-statements,ค่าปรับยื่นงบล่าช้า,ค่าปรับยื่นงบล่าช้า,ได้รับหนังสือแจ้งค่าปรับไม่ส่งงบการเงิน ต้องทำอย่างไร?,"สรุป 5 ขั้นตอนที่ต้องทำเมื่อได้รับหนังสือแจ้งค่าปรับกรณีไม่ส่งงบการเงินจาก DBD ทั้งการเตรียมเอกสาร, การยื่นงบย้อนหลัง, และวิธีชำระค่าปรับที่ถูกต้อง"
11036,posts,when-summoned-by-revenue-dept,โดนสรรพากรเรียกพบ,โดนสรรพากรเรียกพบ,วิธีเสียภาษีบุคคลธรรมดาอย่างถูกต้อง,เรียนรู้วิธีการเสียภาษีบุคคลธรรมดาอย่างถูกต้อง ช่วยให้คุณเตรียมตัวได้อย่างมีประสิทธิภาพ อ่านเพิ่มเติมได้ที่นี่!
18728,posts,where-to-legally-sell-alcohol-thailand,กฎหมายขายสุรา,กฎหมายขายสุรา,ขายสุราช่องทางไหนได้บ้าง? สรุปข้อกฎหมายที่ร้านค้าต้องรู้,สรุปข้อกฎหมายไทยเกี่ยวกับการขายสุรา ช่องทางที่ขายได้และไม่ได้ เช่น ร้านค้า ร้านอาหาร โรงแรม ออนไลน์ สถานที่ห้ามขาย พร้อมโทษปรับที่ผู้ประกอบการต้องรู้
15763,posts,where-to-register-company,จดทะเบียนบริษัท,จดทะเบียนบริษัท,จดทะเบียนบริษัท 2569 ขั้นตอน เอกสาร ค่าธรรมเนียม ครบจบ,"จดทะเบียนบริษัทต้องทำอะไรบ้าง เริ่มจากจองชื่อจนได้หนังสือรับรอง พร้อมเอกสารที่ต้องใช้ ค่าธรรมเนียมจริง 5,500 บาท และเกณฑ์ผู้ถือหุ้น 2 คนตามกฎหมายใหม่"
18731,posts,who-pays-land-and-building-tax-thailand,ภาษีที่ดินและสิ่งปลูกสร้าง,ภาษีที่ดินและสิ่งปลูกสร้าง,ใครบ้างที่ต้องจ่ายภาษีบ้านและที่ดิน? สรุปครบจบในที่เดียว,"สรุปชัดเจนว่าใครบ้างที่ต้องจ่ายภาษีบ้านและที่ดิน ครอบคลุมเจ้าของ, ผู้ครอบครอง พร้อมอัตราภาษี, ข้อยกเว้นสำหรับบ้านหลังหลัก และโทษหากไม่จ่าย"
18018,posts,why-convert-lp-to-company-thailand,แปรสภาพห้างหุ้นส่วนเป็นบริษัทจํากัด,แปรสภาพห้างหุ้นส่วนเป็นบริษัทจํากัด,5 เหตุผลทำไม่ต้องเปลี่ยนหจก. เป็น บจก. (บริษัทจำกัด),แปลงสภาพจาก หจก. เป็น บริษัทจำกัด เพื่อเพิ่มความน่าเชื่อถือ ขยายธุรกิจ และบริหารจัดการอย่างมืออาชีพ ถูกต้องตามกฎหมาย เติบโตได้อย่างมั่นใจ
18503,posts,withdraw-money-from-company-owner-guide,โอนเงินบริษัทเข้าบัญชีส่วนตัว,โอนเงินบริษัทเข้าบัญชีส่วนตัว,วิธีเบิกเงินจากบริษัทอย่างถูกต้องตามบัญชีและภาษี,เป็นเจ้าของบริษัทเบิกเงินใช้ได้ไหม? รวมวิธีเบิกเงินอย่างถูกกฎหมาย เช่น เงินเดือน ปันผล โบนัส พร้อมข้อควรระวังเรื่องภาษี
